X,频率
0,0.0010961601653063618
0.007071067811865475,11.300794160506655
0.01414213562373095,22.601460254586048
0.021213203435596427,33.901870350138736
0.0282842712474619,45.20189634577609
0.035355339059327376,56.50141005288126
0.042426406871192854,67.80028315595374
0.049497474683058325,79.09838717619371
0.0565685424949238,90.39559344222145
0.06363961030678927,101.69177305368558
0.07071067811865475,112.98679685095117
0.07778174593052023,124.28053538149103
0.08485281374238571,135.57285886663905
0.09192388155425119,146.8636371690375
0.09899494936611665,158.1527397588546
0.10606601717798213,169.4400356805156
0.1131370849898476,180.7253935195746
0.12020815280171308,192.0086813682573
0.12727922061357855,203.28976679144677
0.13435028842544403,214.56851679359684
0.1414213562373095,225.84479778301232
0.14849242404917498,237.11847553805234
0.15556349186104046,248.3894151715754
0.16263455967290594,259.6574810963537
0.16970562748477142,270.9225369890962
0.1767766952966369,282.1844457550901
0.18384776310850237,293.44306949183095
0.19091883092036782,304.69826945286786
0.1979898987322333,315.9499060106642
0.20506096654409878,327.1978386199594
0.21213203435596426,338.4419257800752
0.21920310216782973,349.68202499714806
0.2262741699796952,360.9179927456833
0.2333452377915607,372.1496844301767
0.24041630560342617,383.3769543459286
0.24748737341529164,394.5996556393907
0.2545584412271571,405.8176402684717
0.2616295090390226,417.03075896185356
0.26870057685088805,428.2388611782052
0.27577164466275356,439.4417950646199
0.282842712474619,450.6394074149578
0.2899137802864845,461.8315436271833
0.29698484809834996,473.01804766040505
0.3040559159102154,484.1987619913138
0.3111269837220809,495.3735275702144
0.31819805153394637,506.5421837761373
0.3252691193458119,517.7045683716973
0.3323401871576773,528.860517457152
0.33941125496954283,540.0098654237888
0.3464823227814083,551.1524449069898
0.3535533905932738,562.2880867382087
0.36062445840513924,573.4166198966124
0.36769552621700474,584.5378714598604
0.3747665940288702,595.6516665543666
0.38183766184073564,606.7578283047582
0.38890872965260115,617.8561777823613
0.3959797974644666,628.9465339537402
0.4030508652763321,640.0287136275032
0.41012193308819755,651.1025314009489
0.41719300090006306,662.1677996059879
0.4242640687119285,673.2243282541099
0.431335136523794,684.2719249805112
0.43840620433565947,695.3103949875921
0.44547727214752497,706.3395409875257
0.4525483399593904,717.3591631442366
0.4596194077712559,728.3690590142901
0.4666904755831214,739.3690234871518
0.47376154339498683,750.3588487244964
0.48083261120685233,761.3383240988833
0.4879036790187178,772.3072361313206
0.4949747468305833,783.2653684282601
0.5020458146424488,794.2125016175238
0.5091168824543142,805.1484132836185
0.5161879502661797,816.0728779020629
0.5232590180780452,826.9856667728324
0.5303300858899106,837.8865479532761
0.5374011537017761,848.7752861897735
0.5444722215136416,859.6516428488789
0.5515432893255071,870.5153758476321
0.5586143571373725,881.3662395829854
0.565685424949238,892.203984860422
0.5727564927611035,903.0283588220104
0.579827560572969,913.8391048734156
0.5868986283848344,924.6359626104728
0.5939696961966999,935.4186677448257
0.6010407640085654,946.1869520290762
0.6081118318204308,956.9405431810902
0.6151828996322963,967.6791648078993
0.6222539674441618,978.4025363288798
0.6293250352560273,989.1103728984184
0.6363961030678927,999.802385328035
0.6434671708797582,1010.4782800083487
0.6505382386916237,1021.1377588300952
0.6576093065034893,1031.7805191053374
0.6646803743153546,1042.4062534881837
0.6717514421272202,1053.0146498951449
0.6788225099390857,1063.6053914256538
0.6858935777509511,1074.1781562823173
0.6929646455628166,1084.7326176911552
0.7000357133746821,1095.2684438221136
0.7071067811865476,1105.7852977096436
0.714177848998413,1116.282837173601
0.7212489168102785,1126.7607147406266
0.728319984622144,1137.2185775659332
0.7353910524340095,1147.6560673559363
0.7424621202458749,1158.0728202913517
0.7495331880577404,1168.4684669515207
0.7566042558696059,1178.8426322396754
0.7636753236814713,1189.1949353093676
0.7707463914933368,1199.524989492384
0.7778174593052023,1209.8324022281386
0.7848885271170678,1220.1167749949082
0.7919595949289332,1230.3777032429377
0.7990306627407987,1240.6147763296722
0.8061017305526642,1250.8275774574704
0.8131727983645297,1261.0156836136769
0.8202438661763951,1271.1786655138917
0.8273149339882606,1281.3160875478943
0.8343860018001261,1291.427507729146
0.8414570696119915,1301.5124776479543
0.848528137423857,1311.5705424283944
0.8555992052357225,1321.6012406893838
0.862670273047588,1331.6041045105294
0.8697413408594534,1341.5786594025049
0.8768124086713189,1351.5244242827557
0.8838834764831844,1361.440911456548
0.8909545442950499,1371.3276266043267
0.8980256121069153,1381.1840687747228
0.9050966799187808,1391.0097303845669
0.9121677477306463,1400.8040972259414
0.9192388155425117,1410.566648480529
0.9263098833543773,1420.2968567418447
0.9333809511662428,1429.9941880459064
0.9404520189781083,1439.6581019104706
0.9475230867899737,1449.2880513835323
0.9545941546018392,1458.8834831016252
0.9616652224137047,1468.4438373579108
0.9687362902255702,1477.9685481811766
0.9758073580374356,1487.4570434258367
0.9828784258493011,1496.90874487344
0.9899494936611666,1506.32306834636
0.997020561473032,1515.699423833873
1.0040916292848976,1525.0372156315066
1.0111626970967629,1534.335842493824
1.0182337649086284,1543.594697800996
1.0253048327204939,1552.8131697406418
