X,频率
0,5.938121149625608E-4
0.07071067811865475,109.40966440017893
0.1414213562373095,218.61440143002537
0.21213203435596426,327.4033522629832
0.282842712474619,435.55360703841893
0.35355339059327373,542.8237286552147
0.4242640687119285,648.9467997884847
0.4949747468305833,753.622970228202
0.565685424949238,856.5116610727291
0.6363961030678927,957.2238918354813
0.7071067811865475,1055.3156931027806
0.7778174593052023,1150.2842935018043
0.848528137423857,1241.5696939031338
0.9192388155425117,1328.565147359592
0.9899494936611666,1410.64040699807
1.0606601717798212,1487.1804721478131
1.131370849898476,1557.6390036548662
1.2020815280171309,1621.5995571672574
1.2727922061357855,1678.8313693940715
1.3435028842544403,1729.3237476117597
1.414213562373095,1773.2876348666457
0,2548.424395983494
0.07071067811865475,2548.951456528236
0.1414213562373095,2550.549472700236
0.21213203435596426,2553.269504814324
0.282842712474619,2557.1985127203584
0.35355339059327373,2562.462150614582
0.4242640687119285,2569.228661621223
0.4949747468305833,2577.7137765883854
0.565685424949238,2588.1863626247127
0.6363961030678927,2600.9742749391207
0.7071067811865475,2616.469383523865
0.7778174593052023,2635.130031886472
0.848528137423857,2657.4782701973827
0.9192388155425117,2684.0883068628304
0.9899494936611666,2715.562284131669
1.0606601717798212,2752.4906190328074
1.131370849898476,2795.397712308226
1.2020815280171309,2844.6798507776957
1.2727922061357855,2900.5485411253335
1.3435028842544403,2962.9951945509583
1.414213562373095,3031.788553574852
0,6290.533662310801
0.07071067811865475,6290.245046454552
0.1414213562373095,6289.035323117494
0.21213203435596426,6286.351636305317
0.282842712474619,6282.055550769365
0.35355339059327373,6276.148938790511
0.4242640687119285,6268.561163566767
0.4949747468305833,6259.157247311765
0.565685424949238,6247.761924381968
0.6363961030678927,6234.176952087671
0.7071067811865475,6218.198637280913
0.7778174593052023,6199.639470266589
0.848528137423857,6178.354231465789
0.9192388155425117,6154.267791705089
0.9899494936611666,6127.399208215037
1.0606601717798212,6097.875805304043
1.131370849898476,6065.932778791712
1.2020815280171309,6031.898060677471
1.2727922061357855,5996.1666383670745
1.3435028842544403,5959.170933823577
1.414213562373095,5921.353400289289
0,6295.287083488817
0.07071067811865475,6295.1299692263665
0.1414213562373095,6294.986437715459
0.21213203435596426,6295.3609657384395
0.282842712474619,6296.310826879534
0.35355339059327373,6297.719743094413
0.4242640687119285,6299.510777020853
0.4949747468305833,6301.6396113456185
0.565685424949238,6304.074481243953
0.6363961030678927,6306.786804678242
0.7071067811865475,6309.7469119569105
0.7778174593052023,6312.921643824325
0.848528137423857,6316.272492823932
0.9192388155425117,6319.753672388092
0.9899494936611666,6323.30971331692
1.0606601717798212,6326.87219388371
1.131370849898476,6330.355091492015
1.2020815280171309,6333.64800313462
1.2727922061357855,6336.606075396976
1.3435028842544403,6339.034838467078
1.414213562373095,6340.667161762569
0,6633.943452387799
0.07071067811865475,6633.840730213775
0.1414213562373095,6633.532116841958
0.21213203435596426,6633.016262565615
0.282842712474619,6632.2908873552
0.35355339059327373,6631.352733557386
0.4242640687119285,6630.197496841178
0.4949747468305833,6628.819732305963
0.565685424949238,6627.212731691567
0.6363961030678927,6625.368366520541
0.7071067811865475,6623.276890895007
0.7778174593052023,6620.926696854845
0.848528137423857,6618.3040151807645
0.9192388155425117,6615.392556624683
0.9899494936611666,6612.173095340113
1.0606601717798212,6608.623013873893
1.131370849898476,6604.715867185767
1.2020815280171309,6600.4211101070405
1.2727922061357855,6595.704298221631
1.3435028842544403,6590.528400247214
1.414213562373095,6584.857412722534
0,7158.079831016424
0.07071067811865475,7154.493625728089
0.1414213562373095,7143.90329343819
0.21213203435596426,7126.791932257446
0.282842712474619,7103.899113270186
0.35355339059327373,7076.142923128823
0.4242640687119285,7044.541014800133
0.4949747468305833,7010.14368910647
0.565685424949238,6973.983806170351
0.6363961030678927,6937.041623276353
0.7071067811865475,6900.219253597176
0.7778174593052023,6864.319248401122
0.848528137423857,6830.023989891267
0.9192388155425117,6797.876078167517
0.9899494936611666,6768.263307706302
1.0606601717798212,6741.413462123537
1.131370849898476,6717.402838127864
1.2020815280171309,6696.178511705296
1.2727922061357855,6677.590104330596
1.3435028842544403,6661.424415435767
1.414213562373095,6647.436749359441
0,8373.785149748643
0.07071067811865475,8373.475672024257
0.1414213562373095,8372.513013764064
0.21213203435596426,8370.785406360324
0.282842712474619,8368.071892974333
0.35355339059327373,8363.972789428472
0.4242640687119285,8357.766420442877
0.4949747468305833,8348.122088267814
0.565685424949238,8332.60123957475
0.6363961030678927,8307.244046406493
0.7071067811865475,8267.800942056285
0.7778174593052023,8213.294622728965
0.848528137423857,8146.751819434586
0.9192388155425117,8071.952665427331
0.9899494936611666,7991.606262405157
1.0606601717798212,7907.416042134485
1.131370849898476,7820.491205595509
1.2020815280171309,7731.621011724499
1.2727922061357855,7641.433123642066
1.3435028842544403,7550.486374819586
1.414213562373095,7459.33515131661
0,8448.24920348269
0.07071067811865475,8447.197618621096
0.1414213562373095,8444.271240207754
0.21213203435596426,8440.032084062068
0.282842712474619,8435.124486087097
0.35355339059327373,8430.079033911417
0.4242640687119285,8425.24844436823
0.4949747468305833,8420.824260263718
0.565685424949238,8416.882498161935
0.6363961030678927,8413.426131951337
0.7071067811865475,8410.415428071063
0.7778174593052023,8407.790092322892
0.848528137423857,NaN
0.9192388155425117,NaN
0.9899494936611666,NaN
1.0606601717798212,NaN
1.131370849898476,NaN
1.2020815280171309,NaN
1.2727922061357855,NaN
1.3435028842544403,NaN
1.414213562373095,NaN
